Airline,Source,Destination,Duration,Total stops,Price,Date
"Turkish Airlines, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"1,902 NIS ",24/03/2023
"flynas, Aeroflot",MEX,PAR,13h 30m ,1 stop ,"2,016 NIS ",24/03/2023
Qatar Airways,MEX,PAR,9h 00m ,1 stop ,"2,322 NIS ",24/03/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"1,981 NIS ",24/03/2023
KLM,MEX,PAR,16h 30m ,1 stop ,"2,295 NIS ",24/03/2023
Qatar Airways,MEX,PAR,14h 40m ,1 stop ,"2,322 NIS ",24/03/2023
"SAUDIA, Aeroflot",MEX,PAR,11h 20m ,1 stop ,"2,720 NIS ",24/03/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,501 NIS ",24/03/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,1 stop ,"2,510 NIS ",24/03/2023
"KLM, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"2,584 NIS ",24/03/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"2,620 NIS ",24/03/2023
"SAUDIA, Air France",MEX,PAR,13h 15m ,1 stop ,"2,751 NIS ",24/03/2023
"SAUDIA, Aeroflot",MEX,PAR,12h 45m ,1 stop ,"2,763 NIS ",24/03/2023
"SAUDIA, Aeroflot",MEX,PAR,17h 30m ,1 stop ,"2,736 NIS ",24/03/2023
"Air France, Aeroflot",MEX,PAR,13h 15m ,1 stop ,"3,308 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 20m ,2 stops ,"1,604 NIS ",24/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,15h 45m ,2 stops ,"1,655 NIS ",24/03/2023
"Egypt Air, Aeroflot",MEX,PAR,14h 10m ,2 stops ,"1,792 NIS ",24/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 35m ,2 stops ,"1,792 NIS ",24/03/2023
"Gulf Air, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"1,822 NIS ",24/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,15h 00m ,2 stops ,"1,873 NIS ",24/03/2023
"Turkish Airlines, KLM",MEX,PAR,19h 10m ,2 stops ,"1,936 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 05m ,2 stops ,"2,009 NIS ",24/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,12h 05m ,2 stops ,"2,173 NIS ",24/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,16h 30m ,2 stops ,"2,173 NIS ",24/03/2023
KLM,MEX,PAR,16h 30m ,2 stops ,"2,236 NIS ",24/03/2023
"Gulf Air, Aeroflot",MEX,PAR,15h 05m ,2 stops ,"2,421 NIS ",24/03/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,2 stops ,"2,468 NIS ",24/03/2023
"KLM, Aeroflot",MEX,PAR,16h 30m ,2 stops ,"2,512 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,19h 00m ,3 stops ,"1,307 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,18h 25m ,3 stops ,"1,443 NIS ",24/03/2023
"Egypt Air, Nordwind Airlines",MEX,PAR,17h 50m ,3 stops ,"1,545 NIS ",24/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,16h 20m ,3 stops ,"1,574 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 20m ,3 stops ,"1,584 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,18h 10m ,3 stops ,"1,899 NIS ",24/03/2023
"Royal Jordanian, Nordwind Airlines",MEX,PAR,15h 45m ,3 stops ,"1,925 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 40m ,3 stops ,"1,929 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 05m ,3 stops ,"2,150 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,15h 40m ,3 stops ,"2,189 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,16h 05m ,3 stops ,"2,280 NIS ",24/03/2023
"Qatar Airways, Finnair",MEX,PAR,16h 00m ,2 stops ,"3,070 NIS ",24/03/2023
"SAUDIA, KLM",MEX,PAR,14h 55m ,2 stops ,"3,105 NIS ",24/03/2023
"SAUDIA, Air France",MEX,PAR,21h 10m ,2 stops ,"3,186 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,17h 55m ,2 stops ,"4,736 NIS ",24/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 15m ,2 stops ,"4,843 NIS ",24/03/2023
"SAUDIA, KLM",MEX,PAR,16h 30m ,2 stops ,"6,259 NIS ",24/03/2023
"SAUDIA, KLM",MEX,PAR,18h 30m ,2 stops ,"6,259 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,20h 40m ,2 stops ,"8,423 NIS ",24/03/2023
"MEA, Aeroflot",MEX,PAR,21h 10m ,2 stops ,"12,007 NIS ",24/03/2023
"Lufthansa, Aeroflot",MEX,PAR,14h 55m ,1 stop ,"12,128 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,18h 20m ,2 stops ,"12,948 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,2 stops ,"13,869 NIS ",24/03/2023
"MEA, Aeroflot",MEX,PAR,17h 15m ,2 stops ,"14,119 NIS ",24/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 20m ,1 stop ,"14,661 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,14h 25m ,2 stops ,"18,546 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,15h 40m ,2 stops ,"19,173 NIS ",24/03/2023
Multiple Airlines,MEX,PAR,17h 50m ,2 stops ,"7,681 NIS ",24/03/2023
Qatar Airways,MEX,PAR,20h 00m ,1 stop ,"2,359 NIS ",25/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,15h 10m ,1 stop ,"1,758 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,19h 10m ,3 stops ,938 NIS ,25/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,12h 05m ,1 stop ,"1,918 NIS ",25/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"1,924 NIS ",25/03/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"1,981 NIS ",25/03/2023
"flynas, Aeroflot",MEX,PAR,13h 30m ,1 stop ,"2,160 NIS ",25/03/2023
KLM,MEX,PAR,16h 30m ,1 stop ,"2,295 NIS ",25/03/2023
Qatar Airways,MEX,PAR,20h 00m ,1 stop ,"2,335 NIS ",25/03/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,1 stop ,"2,510 NIS ",25/03/2023
"MEA, Aeroflot",MEX,PAR,10h 20m ,1 stop ,"2,759 NIS ",25/03/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"2,810 NIS ",25/03/2023
"KLM, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"2,584 NIS ",25/03/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,646 NIS ",25/03/2023
"SAUDIA, Aeroflot",MEX,PAR,17h 30m ,1 stop ,"2,736 NIS ",25/03/2023
"SAUDIA, Air France",MEX,PAR,13h 15m ,1 stop ,"2,751 NIS ",25/03/2023
"SAUDIA, Aeroflot",MEX,PAR,20h 50m ,1 stop ,"2,736 NIS ",25/03/2023
"Egypt Air, Nordwind Airlines",MEX,PAR,17h 15m ,2 stops ,"1,623 NIS ",25/03/2023
"Royal Jordanian, Nordwind Airlines",MEX,PAR,15h 10m ,2 stops ,"1,740 NIS ",25/03/2023
"Egypt Air, Aeroflot",MEX,PAR,14h 10m ,2 stops ,"1,788 NIS ",25/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,15h 45m ,2 stops ,"1,870 NIS ",25/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 35m ,2 stops ,"1,788 NIS ",25/03/2023
"Turkish Airlines, KLM",MEX,PAR,19h 10m ,2 stops ,"1,957 NIS ",25/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,15h 00m ,2 stops ,"1,965 NIS ",25/03/2023
"Egypt Air, Aeroflot",MEX,PAR,19h 35m ,2 stops ,"2,011 NIS ",25/03/2023
"Gulf Air, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"2,035 NIS ",25/03/2023
KLM,MEX,PAR,16h 30m ,2 stops ,"2,236 NIS ",25/03/2023
"British Airways, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"2,435 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,19h 00m ,3 stops ,"1,305 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,3 stops ,"1,588 NIS ",25/03/2023
"Gulf Air, KLM",MEX,PAR,19h 45m ,3 stops ,"1,845 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,16h 15m ,3 stops ,"1,921 NIS ",25/03/2023
"British Airways, Finnair",MEX,PAR,19h 10m ,3 stops ,"1,928 NIS ",25/03/2023
"Egypt Air, Air France",MEX,PAR,20h 30m ,3 stops ,"1,986 NIS ",25/03/2023
Air France,MEX,PAR,19h 05m ,2 stops ,"2,686 NIS ",25/03/2023
Air France,MEX,PAR,19h 05m ,2 stops ,"2,686 NIS ",25/03/2023
"Qatar Airways, Finnair",MEX,PAR,16h 00m ,2 stops ,"3,070 NIS ",25/03/2023
"SAUDIA, Air France",MEX,PAR,20h 55m ,2 stops ,"3,186 NIS ",25/03/2023
"SAUDIA, Aeroflot",MEX,PAR,19h 05m ,1 stop ,"5,967 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,17h 05m ,2 stops ,"8,652 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,13h 45m ,2 stops ,"8,669 NIS ",25/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,2 stops ,"13,865 NIS ",25/03/2023
"MEA, Aeroflot",MEX,PAR,17h 15m ,2 stops ,"14,119 NIS ",25/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 20m ,1 stop ,"14,661 NIS ",25/03/2023
"MEA, Aeroflot",MEX,PAR,17h 00m ,1 stop ,"15,353 NIS ",25/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"31,870 NIS ",25/03/2023
Qatar Airways,MEX,PAR,9h 00m ,1 stop ,"2,203 NIS ",26/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,15h 35m ,1 stop ,"1,543 NIS ",26/03/2023
"Etihad Airways, Aeroflot",MEX,PAR,19h 55m ,2 stops ,"1,345 NIS ",26/03/2023
Qatar Airways,MEX,PAR,9h 00m ,1 stop ,"2,191 NIS ",26/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 50m ,1 stop ,"1,844 NIS ",26/03/2023
Qatar Airways,MEX,PAR,14h 40m ,1 stop ,"2,191 NIS ",26/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,21h 15m ,1 stop ,"1,844 NIS ",26/03/2023
"SAUDIA, Air France",MEX,PAR,13h 00m ,1 stop ,"2,751 NIS ",26/03/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,776 NIS ",26/03/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"2,940 NIS ",26/03/2023
"SAUDIA, Aeroflot",MEX,PAR,21h 05m ,1 stop ,"2,792 NIS ",26/03/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"3,723 NIS ",26/03/2023
"Egypt Air, Aeroflot",MEX,PAR,14h 10m ,2 stops ,"1,790 NIS ",26/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 35m ,2 stops ,"1,790 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,14h 40m ,2 stops ,"1,798 NIS ",26/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 35m ,2 stops ,"1,798 NIS ",26/03/2023
"Gulf Air, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"1,827 NIS ",26/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,12h 05m ,2 stops ,"2,182 NIS ",26/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,16h 30m ,2 stops ,"2,182 NIS ",26/03/2023
"Egypt Air, Nordwind Airlines",MEX,PAR,16h 50m ,2 stops ,"2,436 NIS ",26/03/2023
"SAUDIA, Qatar Airways",MEX,PAR,11h 25m ,2 stops ,"2,741 NIS ",26/03/2023
"SAUDIA, Aeroflot",MEX,PAR,9h 40m ,1 stop ,"6,358 NIS ",26/03/2023
"Egypt Air, KLM",MEX,PAR,21h 15m ,3 stops ,"1,637 NIS ",26/03/2023
"Egypt Air, KLM",MEX,PAR,21h 15m ,3 stops ,"1,774 NIS ",26/03/2023
"Gulf Air, KLM",MEX,PAR,19h 45m ,3 stops ,"1,787 NIS ",26/03/2023
"Egypt Air, KLM",MEX,PAR,21h 15m ,3 stops ,"1,823 NIS ",26/03/2023
"Gulf Air, KLM",MEX,PAR,19h 45m ,3 stops ,"1,861 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,16h 15m ,3 stops ,"1,897 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,16h 50m ,3 stops ,"1,909 NIS ",26/03/2023
"SAUDIA, Air France",MEX,PAR,21h 10m ,2 stops ,"3,183 NIS ",26/03/2023
"Qatar Airways, Finnair",MEX,PAR,16h 00m ,2 stops ,"3,727 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,17h 55m ,2 stops ,"4,677 NIS ",26/03/2023
"Egypt Air, Aeroflot",MEX,PAR,20h 40m ,2 stops ,"4,809 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,17h 40m ,2 stops ,"8,665 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,19h 45m ,2 stops ,"8,677 NIS ",26/03/2023
"MEA, Aeroflot",MEX,PAR,21h 10m ,2 stops ,"12,003 NIS ",26/03/2023
"Lufthansa, Aeroflot",MEX,PAR,21h 05m ,1 stop ,"12,123 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,18h 20m ,2 stops ,"13,284 NIS ",26/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,2 stops ,"13,857 NIS ",26/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 20m ,1 stop ,"14,651 NIS ",26/03/2023
"MEA, Aeroflot",MEX,PAR,17h 15m ,2 stops ,"14,765 NIS ",26/03/2023
"SWISS, Aeroflot",MEX,PAR,19h 55m ,2 stops ,"19,733 NIS ",26/03/2023
Qatar Airways,MEX,PAR,20h 00m ,1 stop ,"2,213 NIS ",27/03/2023
"flynas, Aeroflot",MEX,PAR,13h 30m ,1 stop ,"1,882 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,19h 10m ,3 stops ,"1,156 NIS ",27/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,19h 55m ,1 stop ,"1,829 NIS ",27/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 50m ,1 stop ,"1,855 NIS ",27/03/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"2,030 NIS ",27/03/2023
KLM,MEX,PAR,16h 30m ,1 stop ,"2,295 NIS ",27/03/2023
Qatar Airways,MEX,PAR,20h 00m ,1 stop ,"2,205 NIS ",27/03/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,1 stop ,"2,510 NIS ",27/03/2023
"KLM, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"2,584 NIS ",27/03/2023
"SAUDIA, Aeroflot",MEX,PAR,11h 35m ,1 stop ,"2,746 NIS ",27/03/2023
"SAUDIA, Air France",MEX,PAR,13h 15m ,1 stop ,"2,751 NIS ",27/03/2023
"MEA, Aeroflot",MEX,PAR,10h 20m ,1 stop ,"2,759 NIS ",27/03/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,977 NIS ",27/03/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"3,144 NIS ",27/03/2023
"Air France, Aeroflot",MEX,PAR,13h 15m ,1 stop ,"3,308 NIS ",27/03/2023
"Etihad Airways, Nordwind Airlines",MEX,PAR,18h 35m ,2 stops ,"1,230 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,20h 30m ,2 stops ,"1,756 NIS ",27/03/2023
"Egypt Air, Aeroflot",MEX,PAR,20h 10m ,2 stops ,"1,799 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,18h 05m ,2 stops ,"1,819 NIS ",27/03/2023
"Gulf Air, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"1,864 NIS ",27/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,15h 45m ,2 stops ,"1,880 NIS ",27/03/2023
"Turkish Airlines, Pobeda",MEX,PAR,16h 40m ,2 stops ,"1,881 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,16h 20m ,2 stops ,"1,905 NIS ",27/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,15h 00m ,2 stops ,"1,914 NIS ",27/03/2023
"Qatar Airways, Aeroflot",MEX,PAR,14h 40m ,2 stops ,"2,207 NIS ",27/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,12h 05m ,2 stops ,"2,224 NIS ",27/03/2023
KLM,MEX,PAR,16h 30m ,2 stops ,"2,236 NIS ",27/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 15m ,2 stops ,"2,201 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,16h 30m ,2 stops ,"2,212 NIS ",27/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,16h 30m ,2 stops ,"2,224 NIS ",27/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,17h 40m ,2 stops ,"2,224 NIS ",27/03/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,2 stops ,"2,468 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,19h 00m ,3 stops ,"1,451 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,17h 15m ,3 stops ,"1,757 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,3 stops ,"1,821 NIS ",27/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,18h 10m ,3 stops ,"1,923 NIS ",27/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,16h 20m ,3 stops ,"2,063 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,17h 20m ,3 stops ,"2,239 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,17h 35m ,3 stops ,"2,272 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,3 stops ,"2,412 NIS ",27/03/2023
"Royal Jordanian, Nordwind Airlines",MEX,PAR,15h 45m ,3 stops ,"2,423 NIS ",27/03/2023
"SAUDIA, Air France",MEX,PAR,21h 00m ,2 stops ,"3,348 NIS ",27/03/2023
"Qatar Airways, Finnair",MEX,PAR,16h 00m ,2 stops ,"4,113 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,18h 05m ,2 stops ,"8,418 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,13h 45m ,2 stops ,"8,665 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,20h 25m ,2 stops ,"12,923 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,2 stops ,"13,857 NIS ",27/03/2023
"MEA, Aeroflot",MEX,PAR,17h 15m ,2 stops ,"14,114 NIS ",27/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 20m ,1 stop ,"14,651 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,13h 45m ,2 stops ,"14,910 NIS ",27/03/2023
"MEA, Aeroflot",MEX,PAR,17h 00m ,1 stop ,"15,348 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,16h 10m ,2 stops ,"18,204 NIS ",27/03/2023
Multiple Airlines,MEX,PAR,12h 55m ,2 stops ,"19,576 NIS ",27/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"31,856 NIS ",27/03/2023
Qatar Airways,MEX,PAR,9h 00m ,1 stop ,"2,247 NIS ",28/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,15h 35m ,1 stop ,"1,554 NIS ",28/03/2023
"Etihad Airways, Nordwind Airlines",MEX,PAR,19h 20m ,3 stops ,"1,196 NIS ",28/03/2023
Qatar Airways,MEX,PAR,9h 00m ,1 stop ,"2,191 NIS ",28/03/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 50m ,1 stop ,"1,841 NIS ",28/03/2023
"flynas, Aeroflot",MEX,PAR,13h 30m ,1 stop ,"1,849 NIS ",28/03/2023
Qatar Airways,MEX,PAR,14h 40m ,1 stop ,"2,191 NIS ",28/03/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"1,982 NIS ",28/03/2023
"SAUDIA, Aeroflot",MEX,PAR,11h 20m ,1 stop ,"2,720 NIS ",28/03/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"2,748 NIS ",28/03/2023
"SAUDIA, Aeroflot",MEX,PAR,9h 40m ,1 stop ,"2,791 NIS ",28/03/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,588 NIS ",28/03/2023
"SAUDIA, Aeroflot",MEX,PAR,17h 30m ,1 stop ,"2,736 NIS ",28/03/2023
"SAUDIA, Air France",MEX,PAR,13h 00m ,1 stop ,"2,751 NIS ",28/03/2023
"SAUDIA, Aeroflot",MEX,PAR,12h 10m ,1 stop ,"2,791 NIS ",28/03/2023
"SAUDIA, Aeroflot",MEX,PAR,17h 15m ,1 stop ,"2,861 NIS ",28/03/2023
"Etihad Airways, Aeroflot",MEX,PAR,19h 55m ,2 stops ,"1,322 NIS ",28/03/2023
"Gulf Air, Aeroflot",MEX,PAR,17h 05m ,2 stops ,"1,822 NIS ",28/03/2023
Multiple Airlines,MEX,PAR,14h 10m ,2 stops ,"1,831 NIS ",28/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,15h 00m ,2 stops ,"1,969 NIS ",28/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,12h 05m ,2 stops ,"2,173 NIS ",28/03/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,20h 40m ,2 stops ,"1,805 NIS ",28/03/2023
Multiple Airlines,MEX,PAR,16h 30m ,2 stops ,"2,172 NIS ",28/03/2023
"Royal Jordanian, Aeroflot",MEX,PAR,16h 30m ,2 stops ,"2,173 NIS ",28/03/2023
"Turkish Airlines, Air Serbia",MEX,PAR,16h 45m ,2 stops ,"2,238 NIS ",28/03/2023
"SAUDIA, Qatar Airways",MEX,PAR,11h 25m ,2 stops ,"2,741 NIS ",28/03/2023
"SAUDIA, Qatar Airways",MEX,PAR,13h 45m ,2 stops ,"3,083 NIS ",28/03/2023
"Egypt Air, Nordwind Airlines",MEX,PAR,18h 00m ,3 stops ,"1,606 NIS ",28/03/2023
"Gulf Air, Nordwind Airlines",MEX,PAR,16h 30m ,3 stops ,"1,786 NIS ",28/03/2023
"Gulf Air, KLM",MEX,PAR,19h 45m ,3 stops ,"1,798 NIS ",28/03/2023
"Gulf Air, KLM",MEX,PAR,19h 45m ,3 stops ,"1,855 NIS ",28/03/2023
Multiple Airlines,MEX,PAR,15h 55m ,3 stops ,"2,136 NIS ",28/03/2023
"Royal Jordanian, Nordwind Airlines",MEX,PAR,15h 55m ,3 stops ,"2,137 NIS ",28/03/2023
"Turkish Airlines, LOT",MEX,PAR,18h 15m ,3 stops ,"2,143 NIS ",28/03/2023
"SAUDIA, KLM",MEX,PAR,19h 40m ,2 stops ,"3,089 NIS ",28/03/2023
"Egypt Air, Aeroflot",MEX,PAR,20h 40m ,2 stops ,"4,809 NIS ",28/03/2023
"Egypt Air, Aeroflot",MEX,PAR,18h 15m ,2 stops ,"4,838 NIS ",28/03/2023
Multiple Airlines,MEX,PAR,13h 45m ,2 stops ,"8,527 NIS ",28/03/2023
"SAUDIA, KLM",MEX,PAR,19h 00m ,2 stops ,"8,566 NIS ",28/03/2023
"British Airways, Aeroflot",MEX,PAR,19h 20m ,1 stop ,"8,732 NIS ",28/03/2023
"MEA, Aeroflot",MEX,PAR,17h 15m ,2 stops ,"14,114 NIS ",28/03/2023
"Emirates, Aeroflot",MEX,PAR,17h 20m ,1 stop ,"14,651 NIS ",28/03/2023
Multiple Airlines,MEX,PAR,15h 45m ,2 stops ,"15,958 NIS ",28/03/2023
Qatar Airways,MEX,PAR,14h 40m ,1 stop ,"2,198 NIS ",01/04/2023
"Turkish Airlines, Nordwind Airlines",MEX,PAR,15h 35m ,1 stop ,"1,644 NIS ",01/04/2023
Multiple Airlines,MEX,PAR,17h 30m ,3 stops ,"1,175 NIS ",01/04/2023
"flynas, Aeroflot",MEX,PAR,13h 30m ,1 stop ,"1,843 NIS ",01/04/2023
"Turkish Airlines, Aeroflot",MEX,PAR,16h 50m ,1 stop ,"1,869 NIS ",01/04/2023
Qatar Airways,MEX,PAR,14h 40m ,1 stop ,"2,191 NIS ",01/04/2023
KLM,MEX,PAR,16h 30m ,1 stop ,"2,295 NIS ",01/04/2023
"flydubai, Aeroflot",MEX,PAR,11h 40m ,1 stop ,"2,457 NIS ",01/04/2023
"Emirates, Aeroflot",MEX,PAR,11h 25m ,1 stop ,"2,621 NIS ",01/04/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,1 stop ,"2,510 NIS ",01/04/2023
"KLM, Aeroflot",MEX,PAR,16h 30m ,1 stop ,"2,584 NIS ",01/04/2023
"SAUDIA, Aeroflot",MEX,PAR,17h 30m ,1 stop ,"2,738 NIS ",01/04/2023
"SAUDIA, Air France",MEX,PAR,13h 15m ,1 stop ,"2,751 NIS ",01/04/2023
"SAUDIA, Aeroflot",MEX,PAR,20h 50m ,1 stop ,"2,738 NIS ",01/04/2023
"Air France, Aeroflot",MEX,PAR,13h 15m ,1 stop ,"3,308 NIS ",01/04/2023
"Egypt Air, Aeroflot",MEX,PAR,17h 05m ,1 stop ,"3,723 NIS ",01/04/2023
Multiple Airlines,MEX,PAR,19h 45m ,2 stops ,"1,515 NIS ",01/04/2023
Multiple Airlines,MEX,PAR,19h 05m ,2 stops ,"1,576 NIS ",01/04/2023
"Turkish Airlines, Pobeda",MEX,PAR,16h 40m ,2 stops ,"1,615 NIS ",01/04/2023
Multiple Airlines,MEX,PAR,15h 05m ,2 stops ,"1,683 NIS ",01/04/2023
"flydubai, Aeroflot",MEX,PAR,12h 45m ,2 stops ,"2,089 NIS ",01/04/2023
Multiple Airlines,MEX,PAR,14h 40m ,2 stops ,"2,118 NIS ",01/04/2023
"Egypt Air, Aeroflot",MEX,PAR,14h 55m ,2 stops ,"2,241 NIS ",01/04/2023
"Egypt Air, Aeroflot",MEX,PAR,19h 35m ,2 stops ,"2,008 NIS ",01/04/2023
"Egypt Air, Aeroflot",MEX,PAR,20h 10m ,2 stops ,"2,101 NIS ",01/04/2023
"Qatar Airways, Aeroflot",MEX,PAR,14h 40m ,2 stops ,"2,172 NIS ",01/04/2023
KLM,MEX,PAR,16h 30m ,2 stops ,"2,236 NIS ",01/04/2023
"Turkish Airlines, Air Serbia",MEX,PAR,17h 25m ,2 stops ,"2,266 NIS ",01/04/2023
"Turkish Airlines, Air Serbia",MEX,PAR,17h 25m ,2 stops ,"2,327 NIS ",01/04/2023
"Turkish Airlines, Aeroflot",MEX,PAR,15h 50m ,2 stops ,"2,349 NIS ",01/04/2023
"KLM, Aeroflot",MEX,PAR,17h 50m ,2 stops ,"2,468 NIS ",01/04/2023
Air France,MEX,PAR,19h 05m ,2 stops ,"2,524 NIS ",01/04/2023
Air France,MEX,PAR,19h 05m ,2 stops ,"2,524 NIS ",01/04/2023
